Gruppo,DataOraIncidente,Localizzazione1,Localizzazione2,Strada02,NaturaIncidente,TipoStrada,FondoStradale,Pavimentazione,Segnaletica,CondizioneAtmosferica,Traffico,Visibilita,Illuminazione,NUM_FERITI,NUM_RISERVATA,NUM_MORTI,NUM_ILLESI,DaSpecificare,Chilometrica
6,01/02/2014 19.40.00,Strada Urbana,all'intersezione semaforizzata con,VIA PRENESTINA,Scontro laterale fra veicoli in marcia,Più di due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Sufficiente,0,0,0,2,NA,NA
13,01/02/2014 19.50.00,Strada Urbana,in prossimità,del civico n. ,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Nuvoloso,Normale,Sufficiente,Sufficiente,1,0,0,1,NA,278
13,01/02/2014 20.20.00,Strada Urbana,all'intersezione con,VIA DELLE GONDOLE,Scontro frontale/laterale DX fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,7,NA,NA
8,01/02/2014 21.35.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,1,prossimità via dei Romanisti,NA
17,01/02/2014 23.00.00,Strada Urbana,all'intersezione con,VIA DEGLI SCIPIONI,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,6,NA,NA
6,01/02/2014 23.00.00,Provinciale entro l'abitato,da specificare,NA,Investimento di pedone,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Scarso,Insufficiente,Inesistente,1,0,1,0,"km 11,00 direzione G.R.A.",NA
1,01/02/2014 23.35.00,Strada Urbana,in prossimità,del civico n. ,Scontro laterale fra veicoli in marcia,Più di due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,2,NA,106
15,01/02/2014 23.50.00,Strada Urbana,in corrispondenza,del civico n. ,Tamponamento,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Sufficiente,0,0,0,2,NA,474
1,01/02/2014 23.50.00,Strada Urbana,all'intersezione con,LUNGOTEVERE DEI VALLATI,Tamponamento Multiplo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Sufficiente,3,0,0,3,NA,NA
2,01/03/2014 00.30.00,Strada Urbana,all'intersezione con,VIA DELLE TRE MADONNE,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,2,NA,NA
5,01/03/2014 00.40.00,Strada Urbana,all'intersezione con,VIA ALDO SANDULLI,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Sufficiente,Sufficiente,0,0,0,1,NA,NA
1,01/03/2014 01.05.00,Strada Urbana,all'intersezione con,LUNGOTEVERE AVENTINO,Tamponamento,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Ore Diurne,0,0,0,2,NA,NA
11,01/03/2014 01.30.00,Strada Urbana,all'intersezione semaforizzata con,CIRCONVALLAZIONE OSTIENSE,Scontro frontale/laterale DX fra veicoli in marcia,Più di due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Sufficiente,0,0,0,2,NA,NA
7,01/03/2014 02.00.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,1,NA,113
19,01/03/2014 02.00.00,Strada Urbana,all'intersezione con,VIA CARLO LIVI,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Sufficiente,Sufficiente,0,0,0,4,NA,NA
20,01/03/2014 02.00.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo fisso,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Sufficiente,Sufficiente,1,0,0,0,in prossimità del palo luce 10 - svincolo Salaria,NA
20,01/03/2014 02.05.00,Strada Urbana,in prossimità,del palo luce n.,Veicolo in marcia contro ostacolo accidentale,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Insufficiente,1,0,0,1,NA,10
13,01/03/2014 03.00.00,Comunale extraurbana,da specificare,NA,Ribaltamento senza urto contro ostacolo fisso,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Assente,Pioggia in atto,Scarso,Insufficiente,Inesistente,0,0,0,2,dir. Ostia superata intersezione con via G. Calza,NA
1,01/03/2014 05.20.00,Strada Urbana,all'intersezione con,PIAZZALE OSTIENSE,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,2,NA,NA
18,01/03/2014 05.50.00,Statale,in prossimità,della chilometrica,Veicolo in marcia contro ostacolo fisso,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Sufficiente,2,0,0,0,NA,9.15
4,01/03/2014 05.50.00,Provinciale,in corrispondenza,del civico n.,Tamponamento,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Normale,Buona,Sufficiente,1,0,0,1,NA,1230
17,01/03/2014 05.50.00,Strada Urbana,in prossimità,del civico n.,Fuoriuscita dalla sede stradale,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Sufficiente,Sufficiente,0,0,0,1,NA,16
8,01/03/2014 06.00.00,Statale entro l'abitato,in prossimità,del civico n.,Veicolo in marcia contro ostacolo fisso,Più di due carreggiate,Bagnato (pioggia),Asfaltata,Orizzontale,Nuvoloso,Scarso,Insufficiente,Sufficiente,0,0,0,0,NA,1425
1,01/03/2014 06.20.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Sufficiente,1,0,0,2,NA,44
20,01/03/2014 07.30.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro veicoli in sosta,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Ore Diurne,0,0,0,1,NA,155
12,01/03/2014 07.30.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo fisso,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,1,"prossimità sottovia Pontina, dir. centro",NA
1,01/03/2014 07.45.00,Strada Urbana,all'intersezione con,VIA BUONARROTI,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),In cubetti di porfido,Assente,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,1,NA,NA
1,01/03/2014 07.45.00,Strada Urbana,in prossimità,del civico n.,Infortunio per caduta del veicolo,Una carreggiata a doppio senso,Bagnato (pioggia),In cubetti di porfido,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,1,NA,121
20,01/03/2014 07.50.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro veicolo in sosta,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,1,prossimità Via Caprilli,NA
5,01/03/2014 08.00.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo fisso,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,0,NCI PROSSIMITA' ENTRATA PORTONACCIO DIR. SALARIA,NA
17,01/03/2014 08.05.00,Strada Urbana,in prossimità,del civico n. ,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (umidità in atto),Acciotolata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,3,NA,234
8,01/03/2014 08.05.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,1,0,0,0,20m dopo civ 140 direz via Lunghezza,NA
10,01/03/2014 08.07.00,Strada Urbana,all'intersezione semaforizzata con,VIA S. MARIA DEL BUON CONSIGLIO,Tamponamento,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Ore Diurne,4,0,0,0,NA,NA
16,01/03/2014 08.10.00,Strada Urbana,in prossimità,del civico n. ,Tamponamento,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,2,NA,100
12,01/03/2014 08.10.00,Statale entro l'abitato,da specificare,NA,Tamponamento Multiplo,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,3,(SS 8 bis) prossimità civ. 1001/a,NA
1,01/03/2014 08.20.00,Strada Urbana,all'intersezione con,VIA ELENIANA,Infortunio per sola frenata improvvisa,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,0,NA,NA
8,01/03/2014 08.30.00,Strada Urbana,all'intersezione con,VIA DELLE DUE TORRI,Investimento di pedone,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
5,01/03/2014 08.50.00,Strada Urbana,all'intersezione con,VIA DI S. ALESSANDRO,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
13,01/03/2014 08.50.00,Strada Urbana,all'intersezione semaforizzata con,VIA DELLE SIRENE,Scontro frontale/laterale DX fra veicoli in marcia,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
17,01/03/2014 09.05.00,Strada Urbana,all'intersezione con,VIA MARSILIO FICINO,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,2,0,0,1,NA,NA
3,01/03/2014 09.10.00,Strada Urbana,all'intersezione semaforizzata con,VIA ALESSANDRO TORLONIA,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,2,0,0,1,NA,NA
2,01/03/2014 09.15.00,Strada Urbana,all'intersezione semaforizzata con,VIA DEGLI SCIALOJA,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,2,NA,NA
11,01/03/2014 09.20.00,Strada Urbana,in prossimità,del civico n. ,Tamponamento Multiplo,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,3,NA,343
15,01/03/2014 09.20.00,Strada Urbana,all'intersezione semaforizzata con,VIA GIOVANNI CASELLI,Scontro frontale/laterale DX fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
9,01/03/2014 09.30.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,1,FRONTE CIVICO 109/A,NA
8,01/03/2014 09.35.00,Strada Urbana,all'intersezione con,VIA SPILINGA,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,1,NA,NA
15,01/03/2014 09.40.00,Strada Urbana,in corrispondenza,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,1,0,0,1,NA,29
18,01/03/2014 10.15.00,Strada Urbana,da specificare,NA,Ribaltamento senza urto contro ostacolo fisso,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,3,Fronte civico 40,NA
7,01/03/2014 10.20.00,Strada Urbana,all'intersezione con,VIA DELLA SAGGINA,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Assente,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,3,NA,NA
11,01/03/2014 10.20.00,Strada Urbana,in prossimità,del palo luce n. ,Tamponamento,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,6,NA,10
4,01/03/2014 10.30.00,Statale entro l'abitato,in prossimità,della chilometrica,Tamponamento,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,NA,16.4
5,01/03/2014 10.40.00,Strada Urbana,all'intersezione semaforizzata con,VIA DELLA VANGA,Scontro frontale/laterale SX fra veicoli in marcia,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
12,01/03/2014 11.00.00,Strada Urbana,in corrispondenza,del civico n. ,Tamponamento,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,NA,45
7,01/03/2014 11.30.00,Strada Urbana,da specificare,NA,Tamponamento,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,in prossimità di Via del Grano,NA
17,01/03/2014 12.00.00,Strada Urbana,all'intersezione con,VIA MONTE SANTO,Scontro frontale/laterale SX fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
16,01/03/2014 13.15.00,Strada Urbana,in corrispondenza,del civico n. ,Scontro laterale fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,NA,66
7,01/03/2014 13.45.00,Strada Urbana,da specificare,NA,Tamponamento,Due carreggiate,Asciutto,Asfaltata,Verticale,Nuvoloso,Normale,Buona,Ore Diurne,2,0,0,2,altezza Via Franco Angeli,NA
12,01/03/2014 14.00.00,Strada Urbana,in prossimità,del civico n. ,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,1,NA,105
1,01/03/2014 14.05.00,Strada Urbana,all'intersezione semaforizzata con,VIA EMANUELE FILIBERTO,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,3,NA,NA
12,01/03/2014 14.30.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro veicolo fermo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,altezza Via Della Cecchignoletta,NA
18,01/03/2014 14.35.00,Statale,in prossimità,della chilometrica ,Tamponamento,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,NA,"14,400"
12,01/03/2014 14.40.00,Strada Urbana,all'intersezione con,VIALE DELL'AERONAUTICA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,1,NA,NA
11,01/03/2014 14.40.00,Strada Urbana,all'intersezione semaforizzata con,VIA DI GROTTA PERFETTA,Scontro frontale/laterale DX fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,4,0,0,0,NA,NA
8,01/03/2014 14.50.00,Strada Urbana,in prossimità,del civico n. ,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,NA,12
17,01/03/2014 14.50.00,Strada Urbana,in prossimità,del civico n. ,Scontro laterale fra veicoli in marcia,Due carreggiate,Bagnato (pioggia),Asfaltata,Orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,2,NA,12
8,01/03/2014 14.51.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,NA,12
12,01/03/2014 15.00.00,Strada Urbana,in corrispondenza,del palo luce n. ,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Sufficiente,Ore Diurne,0,0,0,1,NA,21
19,01/03/2014 15.00.00,Strada Urbana,in prossimità,del civico n. ,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,NA,650
3,01/03/2014 15.15.00,Strada Urbana,in prossimità,del civico n. ,Veicolo in marcia contro ostacolo accidentale,Due carreggiate,Asciutto,Asfaltata,Assente,Sereno,Intenso,Buona,Ore Diurne,0,0,0,3,NA,40 b
8,01/03/2014 15.15.00,Strada Urbana,all'intersezione con,VIA FRAZZANO',Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Strada pavimentata dissestata,Verticale,Sereno,Normale,Sufficiente,Ore Diurne,1,0,0,3,NA,NA
19,01/03/2014 16.00.00,Strada Urbana,all'intersezione con,VIALE MONFORTANI,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
5,01/03/2014 16.00.00,Strada Urbana,in prossimità,del civico n. ,Tamponamento,Più di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,NA,1423
7,01/03/2014 16.00.00,Strada Urbana,in prossimità,del civico n. ,Veicolo in marcia contro veicolo fermo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,3,NA,4
1,01/03/2014 16.00.00,Strada Urbana,all'intersezione con,VIA DI S. AMBROGIO,Infortunio per caduta del veicolo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,2,NA,NA
7,01/03/2014 16.30.00,Strada Urbana,all'intersezione con,VIA GIORGIO PERLASCA,Tamponamento,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Ore Diurne,0,0,0,2,NA,NA
7,01/03/2014 17.10.00,Altra strada,in prossimità,del civico n. ,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a senso unico di marcia,Asciutto,Strada pavimentata dissestata,Verticale,Nuvoloso,Scarso,Insufficiente,Insufficiente,0,0,0,2,NA,31
4,01/03/2014 17.10.00,Strada Urbana,in corrispondenza,del civico n. ,Veicolo in marcia contro veicoli in sosta,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,0,NA,51
13,01/03/2014 17.20.00,Strada Urbana,all'intersezione semaforizzata con,VIALE DELLA VILLA DI PLINIO,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Sufficiente,0,0,0,2,NA,NA
4,01/03/2014 17.30.00,Statale entro l'abitato,da specificare,NA,Tamponamento Multiplo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,3,0,0,3,dir. Rieti 130mt dopo semaf.Castel Giubileo ,NA
8,01/03/2014 17.30.00,Strada Urbana,da specificare,NA,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Assente,Nuvoloso,Scarso,Sufficiente,Ore Diurne,0,0,0,2,immissione autostrada Roma Napoli,NA
12,01/03/2014 17.30.00,Strada Urbana,in corrispondenza,del civico n. ,Veicoli in marcia contro veicolo fermo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,NA,84
12,01/03/2014 17.30.00,Regionale,in prossimità,della chilometrica ,Veicolo in marcia contro ostacolo accidentale,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Sufficiente,Sufficiente,0,0,0,1,NA,"20,00"
8,01/03/2014 17.30.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,3,alt. via Incrocio via Torrre Spaccata,NA
3,01/03/2014 18.15.00,Strada Urbana,all'intersezione semaforizzata con,VIALE GORIZIA,Scontro frontale/laterale SX fra veicoli in marcia,Più di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
12,01/03/2014 18.20.00,Regionale,da specificare,NA,Tamponamento Multiplo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,3,0,0,4,"direzione Roma, prossimità  Km 10,700",NA
8,01/03/2014 18.35.00,Strada Urbana,in prossimità,del civico n. ,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Asciutto,Strada pavimentata dissestata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,2,NA,40
18,01/03/2014 18.40.00,Strada Urbana,in corrispondenza,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Intenso,Buona,Ore Diurne,0,0,0,2,NA,1
